name,molecule,dosage_form,date_of_approval,company,treatment_for,url,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,side_effects_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,number_side_effects,price,shop_dosis,prices_url
Astepro Allergy,azelastine,Nasal Spray,"June 17, 2021",Bayer HealthCare LLC,Allergic Rhinitis,https://www.drugs.com/history/astepro-allergy.html,https://www.drugs.com/manufacturer/bayer-healthcare-pharmaceuticals-inc-28.html,Allergic Rhinitis,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
Audenz,,,"January 31, 2020",Seqirus,Influenza Prophylaxis,https://www.drugs.com/history/audenz.html,https://www.drugs.com/condition/influenza-prophylaxis.html,,,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
Iyuzeh,latanoprost,Ophthalmic Solution,"December 13, 2022","Thea Pharma, Inc.","Intraocular Hypertension, Glaucoma, Open Angle",https://www.drugs.com/history/iyuzeh.html,https://www.drugs.com/condition/intraocular-hypertension.html,"Glaucoma, Open Angle",,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,$324.35,0.005% preservative-free,https://www.drugs.com/price-guide/iyuzeh
RediTrex,methotrexate,/pro/reditrex-injection.html,"November 27, 2019",Cumberland Pharmaceuticals Inc.,"Rheumatoid Arthritis, Juvenile Idiopathic Arthritis, Psoriasis",https://www.drugs.com/history/reditrex.html,https://www.drugs.com/manufacturer/cumberland-pharmaceuticals-inc-641.html,Rheumatoid Arthritis,,,,,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,,$338.56,7.5 mg/0.3 mL,https://www.drugs.com/price-guide/reditrex
Hizentra,,,"March 4, 2010",CSL Behring,"Primary Immunodeficiency Syndrome, Chronic Inflammatory Demyelinating Polyradiculoneuropathy",https://www.drugs.com/hizentra.html,https://www.drugs.com/mtm/immune-globulin-subcutaneous.html,Immune globulins,,"azathioprine, Imuran, Privigen, Betaseron, Octagam, Cuvitru, Gammagard Liquid",6.3,27,https://www.drugs.com/comments/immune-globulin-subcutaneous/hizentra.html,https://www.drugs.com/sfx/hizentra-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,Primary Immunodeficiency Syndrome  ,6.1,26,14.0,$241.06,20%,https://www.drugs.com/price-guide/hizentra
Horizant,gabapentin enacarbil,Extended Release Tablets  - formerly Solzira,"April 6, 2011","Azurity Pharmaceuticals, Inc.","Restless Legs Syndrome, Postherpetic Neuralgia",https://www.drugs.com/horizant.html,https://www.drugs.com/cons/gabapentin-enacarbil.html,Gamma-aminobutyric acid analogs,,,7.6,36,https://www.drugs.com/comments/gabapentin-enacarbil/horizant.html,https://www.drugs.com/sfx/horizant-side-effects.html,Prescription only,Risk data available,Varies by state, FDA approved 2011,,Restless Legs Syndrome  ,7.2,30,10.0,$552.53,enacarbil 300 mg,https://www.drugs.com/price-guide/horizant
ChiRhoStim,secretin synthetic human,- formerly Human Secretin,"April 9, 2004","ChiRhoClin, Inc.",Diagnosis and Investigation,https://www.drugs.com/human_secretin.html,https://www.drugs.com/cons/secretin.html,In vivo diagnostic biologicals,,"glucagon, mannitol, Lexiscan, Ceretec, arginine, metyrapone",,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,,,,
Humira,adalimumab,Injection,"December 31, 2002","Abbvie, Inc.","Rheumatoid Arthritis, Psoriatic Arthritis, Crohn's Disease, Active, Crohn's Disease, Maintenance, Psoriasis, Juvenile Idiopathic Arthritis, Ulcerative Colitis, Hidradenitis Suppurativa, Uveitis",https://www.drugs.com/humira.html,https://www.drugs.com/adalimumab.html,Antirheumatics,,,6.3,679,https://www.drugs.com/comments/adalimumab/humira.html,https://www.drugs.com/sfx/humira-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2002,,Rheumatoid Arthritis  ,6.1,140,19.0,"$7,299.02",40 mg/0.4 mL,https://www.drugs.com/price-guide/humira
Hyftor,sirolimus,Topical Gel,"March 22, 2022","Nobelpharma America, LLC",Facial Angiofibroma Associated with Tuberous Sclerosis,https://www.drugs.com/hyftor.html,https://www.drugs.com/mtm/sirolimus-topical.html,MTOR inhibitors,,"cannabidiol, everolimus, sirolimus topical, Epidiolex, Afinitor, Afinitor Disperz",,,,https://www.drugs.com/sfx/hyftor-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,4.0,"$1,994.41",0.2%,https://www.drugs.com/price-guide/hyftor
Hylaform Plus,dermal filler,,"October 13, 2004",Inamed Corporation and Genzyme Corporation,Wrinkle Correction,https://www.drugs.com/hylaform_plus.html,,,,"Botox, onabotulinumtoxinA, tazarotene topical, Xeomin, Dysport, Botox Cosmetic",,,,,Unknown,,,,,,,,,,,
Hylenex,hyaluronidase,Injection  - formerly Enhanze SC,"December 2, 2005",Halozyme Therapeutics/Baxter Healthcare Corporation,Adjuvant Agent to Enhance Drug Delivery,https://www.drugs.com/hylenex.html,https://www.drugs.com/mtm/hyaluronidase-injection.html,Amphadase,,"dexrazoxane, hyaluronidase, Amphadase, Vitrase, Hydase",,,,https://www.drugs.com/sfx/hylenex-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,12.0,$244.53,human recombinant 150 units/mL,https://www.drugs.com/price-guide/hylenex
Hysingla ER,hydrocodone bitartrate,Extended-Release Tablets,"November 20, 2014",Purdue Pharma L.P.,Chronic Pain,https://www.drugs.com/hysingla-er.html,https://www.drugs.com/hydrocodone.html,Opioids (narcotic analgesics),,,4.1,97,https://www.drugs.com/comments/hydrocodone/hysingla-er.html,https://www.drugs.com/sfx/hysingla-er-side-effects.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,Pain  ,4.1,97,24.0,$771.14,20 mg,https://www.drugs.com/price-guide/hysingla-er
Ibrance,palbociclib,Capsules and Tablets,"February 3, 2015",Pfizer Inc.,Breast Cancer,https://www.drugs.com/ibrance.html,https://www.drugs.com/palbociclib.html,CDK 4/6 inhibitors,,"Piqray, Enhertu, Kisqali, Trodelvy, tamoxifen, Arimidex, palbociclib",6.7,81,https://www.drugs.com/comments/palbociclib/ibrance.html,https://www.drugs.com/sfx/ibrance-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2015,,"Breast Cancer, Metastatic  ",6.9,72,23.0,"$16,838.96",75 mg,https://www.drugs.com/price-guide/ibrance
Ibsrela,tenapanor,Tablets,"September 12, 2019","Ardelyx, Inc",Irritable Bowel Syndrome,https://www.drugs.com/ibsrela.html,https://www.drugs.com/mtm/tenapanor.html,NHE3 inhibitors,,,,,,https://www.drugs.com/sfx/ibsrela-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2019,,,,,1.0,"$1,890.16",50 mg,https://www.drugs.com/price-guide/ibsrela
Iclusig,ponatinib,Tablets,"December 14, 2012",Takeda,"Chronic Myelogenous Leukemia, Acute Lymphoblastic Leukemia",https://www.drugs.com/iclusig.html,https://www.drugs.com/ponatinib.html,BCR-ABL tyrosine kinase inhibitors,,,,,,https://www.drugs.com/sfx/iclusig-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2012,,,,,47.0,"$21,944.54",10 mg,https://www.drugs.com/price-guide/iclusig
Idelvion,,,"March 4, 2016",CSL Behring,Hemophilia B,https://www.drugs.com/idelvion.html,https://www.drugs.com/mtm/coagulation-factor-ix.html,Miscellaneous coagulation modifiers,,,,,,https://www.drugs.com/sfx/idelvion-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,2.0,$14.96,recombinant albumin fusion protein,https://www.drugs.com/price-guide/idelvion
Idhifa,enasidenib,Tablets,"August 1, 2017",Celgene Corporation,Acute Myeloid Leukemia,https://www.drugs.com/idhifa.html,https://www.drugs.com/mtm/enasidenib.html,Miscellaneous antineoplastics,,"Venclexta, vincristine, venetoclax, cytarabine, azacitidine, ivosidenib",,,,https://www.drugs.com/sfx/idhifa-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,,,,40.0,"$35,805.71",50 mg,https://www.drugs.com/price-guide/idhifa
iDose TR,travoprost,Intracameral Implant,"December 13, 2023",Glaukos Corporation,"Glaucoma, Open Angle, Glaucoma/Intraocular Hypertension",https://www.drugs.com/idose-tr.html,https://www.drugs.com/mtm/travoprost-ophthalmic.html,Ophthalmic glaucoma agents,,"epinephrine ophthalmic, latanoprost ophthalmic, timolol ophthalmic, pilocarpine ophthalmic, brimonidine ophthalmic, Lumigan, Xalatan",,,,https://www.drugs.com/sfx/idose-tr-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,4.0,,,
Ilaris,canakinumab,Injection,"June 17, 2009",Novartis Pharmaceuticals Corporation,"Cryopyrin-Associated Periodic Syndromes, Juvenile Idiopathic Arthritis, Familial Cold Autoinflammatory Syndrome, Muckle Wells Syndrome, Familial Mediterranean Fever, Still's Disease, Tumor Necrosis Factor Receptor Associated Periodic Syndrome, Hyperimmunoglobulin D Syndrome",https://www.drugs.com/ilaris.html,https://www.drugs.com/mtm/canakinumab.html,Interleukin inhibitors,,,,,,https://www.drugs.com/sfx/ilaris-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2009,,,,,31.0,"$19,144.44",150 mg/mL,https://www.drugs.com/price-guide/ilaris
Ilumya,tildrakizumab-asmn,Injection,"March 20, 2018",Sun Pharmaceutical Industries Ltd.,Plaque Psoriasis,https://www.drugs.com/ilumya.html,https://www.drugs.com/mtm/tildrakizumab.html,Interleukin inhibitors,,,,,,https://www.drugs.com/sfx/ilumya-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,13.0,"$18,160.55",100 mg/mL,https://www.drugs.com/price-guide/ilumya
Imbruvica,ibrutinib,"Capsules, Tablets and Oral Suspension","November 13, 2013",AbbVie Inc.,"Chronic Lymphocytic Leukemia, Waldenström Macroglobulinemia, Graft-versus-host disease",https://www.drugs.com/imbruvica.html,https://www.drugs.com/ibrutinib.html,BTK inhibitors,,,6.3,59,https://www.drugs.com/comments/ibrutinib/imbruvica.html,https://www.drugs.com/sfx/imbruvica-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2013,,Chronic Lymphocytic Leukemia  ,6.5,42,42.0,"$17,269.89",70 mg,https://www.drugs.com/price-guide/imbruvica
Imcivree,setmelanotide,Injection,"November 25, 2020","Rhythm Pharmaceuticals, Inc.",Weight Loss (Obesity/Overweight),https://www.drugs.com/imcivree.html,https://www.drugs.com/mtm/setmelanotide.html,Melanocortin receptor agonists,,,,,,https://www.drugs.com/sfx/imcivree-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,13.0,"$3,623.40",10 mg/mL,https://www.drugs.com/price-guide/imcivree
Imdelltra,tarlatamab-dlle,for Injection,"May 16, 2024",Amgen,Small Cell Lung Cancer,https://www.drugs.com/imdelltra.html,,,,,,,,,Prescription only,,,,,,,,,,,
Imfinzi,durvalumab,Injection,"May 1, 2017",AstraZeneca,"Non-Small Cell Lung Cancer, Small Cell Lung Cancer, Biliary Tract Tumor, Hepatocellular Carcinoma",https://www.drugs.com/imfinzi.html,https://www.drugs.com/mtm/durvalumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),,"Opdivo, methotrexate, Keytruda, pembrolizumab, Avastin, cisplatin, Tagrisso",,,,https://www.drugs.com/sfx/imfinzi-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,,,,36.0,"$1,027.26",50 mg/mL,https://www.drugs.com/price-guide/imfinzi
Imjudo,tremelimumab-actl,Injection,"October 21, 2022",AstraZeneca,"Hepatocellular Carcinoma, Non-Small Cell Lung Cancer",https://www.drugs.com/imjudo.html,https://www.drugs.com/mtm/tremelimumab.html,Anti-CTLA-4 monoclonal antibodies,,"Opdivo, methotrexate, Keytruda, pembrolizumab, Avastin, cisplatin, bevacizumab",,,,https://www.drugs.com/sfx/imjudo-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2022,,,,,37.0,"$3,431.75",actl 20 mg/mL,https://www.drugs.com/price-guide/imjudo
Imlygic,talimogene laherparepvec,Injection,"October 27, 2015",Amgen Inc.,Melanoma,https://www.drugs.com/imlygic.html,https://www.drugs.com/mtm/talimogene-laherparepvec.html,Miscellaneous antineoplastics,,"Opdivo, Keytruda, pembrolizumab, nivolumab, atezolizumab, dabrafenib, dacarbazine",,,,https://www.drugs.com/sfx/imlygic-side-effects.html,Prescription only,Risk data available,Not a controlled drug,,,,,,18.0,$79.57,1 mpfu/mL,https://www.drugs.com/price-guide/imlygic
Impavido,miltefosine,Capsules,"March 19, 2014",Paladin Labs Inc.,Leishmaniasis,https://www.drugs.com/impavido.html,https://www.drugs.com/mtm/miltefosine.html,Anthelmintics,,,,,,https://www.drugs.com/sfx/impavido-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,,,,13.0,"$17,541.95",50 mg,https://www.drugs.com/price-guide/impavido
Implanon,etonogestrel,Implant,"July 18, 2006",Organon,Birth Control,https://www.drugs.com/implanon.html,https://www.drugs.com/mtm/etonogestrel-implant.html,Nexplanon,,,6.1,"1,683",https://www.drugs.com/comments/etonogestrel/implanon.html,https://www.drugs.com/sfx/implanon-side-effects.html,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,Birth Control  ,6.1,1672,12.0,$825.74,68 mg,https://www.drugs.com/price-guide/implanon
Impoyz,clobetasol propionate,Cream,"November 28, 2017",Dr. Reddy’s Laboratories Ltd.,Plaque Psoriasis,https://www.drugs.com/impoyz-cream.html,https://www.drugs.com/clobetasol-topical.html,Topical steroids,,"methotrexate, Humira, adalimumab, Stelara, Remicade, cyclosporine",,,,https://www.drugs.com/sfx/impoyz-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,1.0,,,
Inbrija,levodopa,Inhalation Powder,"December 21, 2018","Acorda Therapeutics, Inc.",Parkinson's Disease,https://www.drugs.com/inbrija.html,https://www.drugs.com/mtm/levodopa-inhalation.html,Dopaminergic antiparkinsonism agents,,"ropinirole, benztropine, pramipexole, carbidopa / levodopa, Exelon, Gocovri",,,,https://www.drugs.com/sfx/inbrija-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,12.0,"$1,295.47",42 mg,https://www.drugs.com/price-guide/inbrija
Incivek,telaprevir,Tablets,"May 23, 2011",Vertex Pharmaceuticals Incorporated,Hepatitis C,https://www.drugs.com/incivek.html,https://www.drugs.com/cons/telaprevir.html,Protease inhibitors,,,,,,https://www.drugs.com/sfx/incivek-side-effects.html,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,7.0,"$23,434.18",375 mg,https://www.drugs.com/price-guide/incivek
Increlex,mecasermin,Injection,"August 30, 2005","Tercica, Inc.",Primary IGF-1 Deficiency,https://www.drugs.com/increlex.html,https://www.drugs.com/mtm/mecasermin.html,Insulin-like growth factors,,,,,,https://www.drugs.com/sfx/increlex-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2005,Anti-Doping Classification,,,,25.0,"$61,946.96",10 mg/mL,https://www.drugs.com/price-guide/increlex
Incruse Ellipta,umeclidinium,Inhalation Powder,"April 30, 2014",GlaxoSmithKline,"COPD, Maintenance",https://www.drugs.com/incruse-ellipta.html,https://www.drugs.com/mtm/umeclidinium.html,Anticholinergic bronchodilators,,,3.5,33,https://www.drugs.com/comments/umeclidinium/incruse-ellipta.html,https://www.drugs.com/sfx/incruse-ellipta-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,COPD  ,3.2,22,23.0,$88.53,62.5 mcg (0.0625 mg)/inh,https://www.drugs.com/price-guide/incruse-ellipta
Inflectra,infliximab-dyyb,Injection,"April 5, 2016","Celltrion, Inc.","Crohn's Disease, Maintenance, Ulcerative Colitis, Rheumatoid Arthritis, Ankylosing Spondylitis, Psoriatic Arthritis, Plaque Psoriasis",https://www.drugs.com/inflectra.html,https://www.drugs.com/infliximab.html,TNF alfa inhibitors,,"Entyvio, Otezla, Zeposia, prednisone, naproxen, methotrexate, dexamethasone",3.9,30,https://www.drugs.com/comments/infliximab/inflectra.html,https://www.drugs.com/sfx/inflectra-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Crohn's Disease  ,3.2,13,1.0,"$1,005.94",dyyb 100 mg,https://www.drugs.com/price-guide/inflectra
Influenza A (H1N1) 2009 Monovalent Vaccine,H1N1,2009 Monovalent Vaccine,"September 15, 2009","CSL Limited; Novartis Vaccines and Diagnostics Limited; Sanofi Pasteur, Inc.; MedImmune LLC",Prevention of H1N1 Influenza,https://www.drugs.com/influenza-a-h1n1-2009-monovalent-vaccine.html,https://www.drugs.com/drug-class/viral-vaccines.html,,,"Tamiflu, oseltamivir, Xofluza, Afluria, influenza virus vaccine, inactivated, Fluzone, zanamivir",,,,https://www.drugs.com/sfx/influenza-virus-vaccine-h1n1-inactivated-side-effects.html,Discontinued,Risk data available,Not a controlled drug,,,,,,6.0,,,
Ingrezza,valbenazine,Capsules and Sprinkle Capsules,"April 11, 2017","Neurocrine Biosciences, Inc.","Tardive Dyskinesia, Huntington's Disease",https://www.drugs.com/ingrezza.html,https://www.drugs.com/valbenazine.html,VMAT2 inhibitors,,"amantadine, pyridoxine, vitamin e, Austedo, tetrabenazine, valbenazine, Austedo XR",5.4,16,https://www.drugs.com/comments/valbenazine/ingrezza.html,https://www.drugs.com/sfx/ingrezza-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Tardive Dyskinesia  ,5.0,14,10.0,"$8,702.01",40 mg-80 mg,https://www.drugs.com/price-guide/ingrezza
Injectafer,ferric carboxymaltose,Injection,"July 25, 2013","Daiichi Sankyo, Inc.",Iron Deficiency Anemia,https://www.drugs.com/injectafer.html,https://www.drugs.com/mtm/ferric-carboxymaltose.html,Iron products,,,7.4,8,https://www.drugs.com/comments/ferric-carboxymaltose/injectafer.html,https://www.drugs.com/sfx/injectafer-side-effects.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Iron Deficiency Anemia  ,7.4,8,15.0,$212.52,(as elemental iron) 50 mg/mL,https://www.drugs.com/price-guide/injectafer
Inlyta,axitinib,Tablets,"January 27, 2012",Pfizer Inc.,Renal Cell Carcinoma,https://www.drugs.com/inlyta.html,https://www.drugs.com/mtm/axitinib.html,Multikinase inhibitors,,,,,,https://www.drugs.com/sfx/inlyta-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2012,,,,,52.0,"$21,644.09",1 mg,https://www.drugs.com/price-guide/inlyta
Inpefa,sotagliflozin,Tablets,"May 26, 2023","Lexicon Pharmaceuticals, Inc.",Heart Failure,https://www.drugs.com/inpefa.html,https://www.drugs.com/mtm/sotagliflozin.html,Miscellaneous cardiovascular agents,,"lisinopril, metoprolol, furosemide, carvedilol, spironolactone, triamcinolone",,,,https://www.drugs.com/sfx/inpefa-side-effects.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2023,,,,,5.0,$639.19,200 mg,https://www.drugs.com/price-guide/inpefa
